date,location,avg_temp,max_temp,min_temp
2025-03-28,東京,19.2,24.8,14.5
2025-03-29,東京,7.7,13.0,4.6
2025-03-30,東京,8.1,12.9,4.1
2025-03-31,東京,6.0,7.6,4.3
2025-04-01,東京,4.8,6.2,3.2
2025-04-02,東京,9.7,12.6,6.2
2025-04-03,東京,8.4,9.8,6.4
2025-04-04,東京,9.5,15.4,4.2
2025-04-05,東京,10.5,15.2,4.8
2025-04-06,東京,14.3,18.0,11.4
2025-04-07,東京,13.2,17.1,10.6
2025-04-08,東京,13.4,18.6,7.1
2025-04-09,東京,14.8,20.5,8.9
2025-04-10,東京,16.0,20.8,12.2
2025-04-11,東京,15.7,19.8,12.8
2025-04-12,東京,14.8,19.2,10.8
2025-04-13,東京,13.1,15.0,11.1
2025-04-14,東京,16.0,20.8,12.7
2025-04-15,東京,15.4,19.9,12.0
2025-04-16,東京,14.2,20.4,8.1
2025-04-17,東京,16.3,22.6,9.9
2025-04-18,東京,18.9,24.0,13.6
2025-04-19,東京,20.7,27.6,15.3
2025-04-20,東京,20.6,23.9,17.6
2025-04-21,東京,18.7,24.6,14.8
2025-04-22,東京,18.5,23.5,13.5
2025-04-23,東京,18.2,20.6,16.2
2025-04-24,東京,19.3,24.1,16.4
2025-04-25,東京,17.6,20.9,15.4
2025-04-26,東京,14.5,16.8,11.9
2025-04-27,東京,16.4,21.5,9.3
2025-04-28,東京,17.7,22.7,14.0
2025-04-29,東京,16.4,21.9,12.1
2025-04-30,東京,15.9,21.7,9.7
2025-05-01,東京,17.4,23.0,11.1
2025-05-02,東京,16.0,18.9,14.4
2025-05-03,東京,17.5,22.5,13.4
2025-05-04,東京,16.8,22.1,12.6
2025-05-05,東京,16.9,21.5,10.9
2025-05-06,東京,14.7,16.5,13.4
2025-05-07,東京,17.1,21.0,12.6
2025-05-08,東京,16.5,21.2,13.7
2025-05-09,東京,17.8,21.7,14.2
2025-05-10,東京,19.3,22.3,16.5
2025-05-11,東京,20.4,24.6,16.0
2025-05-12,東京,16.7,19.8,14.6
2025-05-13,東京,18.7,23.1,14.4
2025-05-14,東京,19.7,24.1,15.6
2025-05-15,東京,20.3,25.2,15.8
2025-05-16,東京,21.5,26.0,17.5
2025-05-17,東京,21.1,23.5,18.9
2025-05-18,東京,24.0,27.0,22.0
2025-05-19,東京,18.8,22.0,16.5
2025-05-20,東京,22.6,28.6,15.4
2025-05-21,東京,23.6,28.5,19.1
2025-05-22,東京,22.9,26.9,17.6
2025-05-23,東京,18.9,22.9,16.2
2025-05-24,東京,17.8,21.3,14.9
2025-05-25,東京,19.0,25.5,14.3
2025-05-26,東京,18.1,20.1,16.4
2025-05-27,東京,17.2,19.8,14.6
2025-05-28,東京,18.6,23.1,14.9
2025-05-29,東京,18.8,22.6,15.2
2025-05-30,東京,15.8,17.5,14.2
2025-05-31,東京,15.9,17.3,14.6
